Tên sản phẩm	Tên cửa hàng	Giá	Thương hiệu	Lượt đánh giá	Điểm đánh giá trung bình	Số lượng đã bán	Link
Đầm voan phối Sube sọc thời trang	Hương Nemo Style	145000	VONESA	0	0.0	0	https://tiki.vn/dam-voan-phoi-sube-soc-thoi-trang-p76545681.html?spid=76545682
Váy Đầm Che Bụng Thời Trang VH91 - Hàng Quảng Châu Cao Cấp	Avashop Thời Trang	370000	OEM	1	5.0	5	https://tiki.vn/hang-san-vay-dam-che-bung-thoi-trang-vh91-hang-quang-chau-cao-cap-p253098223.html?spid=253098229
Đầm hai dây nhún bèo thời trang	Hương Nemo Style	145000	VONESA	0	0.0	1	https://tiki.vn/dam-hai-day-nhun-beo-thoi-trang-p78886599.html?spid=78886602
Đầm nhún hông tay phồng thời trang	Hương Nemo Style	155000	VONESA	0	0.0	0	https://tiki.vn/dam-nhun-hong-tay-phong-thoi-trang-p78875721.html?spid=78875724
Đầm nữ bông xếp tầng thời trang	Hương Nemo Style	155000	VONESA	1	4.0	5	https://tiki.vn/dam-nu-bong-xep-tang-thoi-trang-p76476010.html?spid=76476011
Maxi xẻ tà cổ tim thời trang	Xưởng Quần Áo Đẹp	182000	VONESA	0	0.0	1	https://tiki.vn/maxi-xe-ta-co-tim-thoi-trang-p76200992.html?spid=76201000
Đầm lụa bông thời trang siêu nữ tính	Xưởng Quần Áo Đẹp	194000	VONESA	0	0.0	2	https://tiki.vn/dam-lua-bong-thoi-trang-sieu-nu-tinh-p88769891.html?spid=88769892
Đầm nữ tay lưới dáng xòe thời trang	Hương Nemo Style	145000	VONESA	1	5.0	1	https://tiki.vn/dam-nu-tay-luoi-dang-xoe-thoi-trang-p76475958.html?spid=76475964
Đầm nữ Umi phối lưới thêu thời trang	Hương Nemo Style	155000	VONESA	0	0.0	0	https://tiki.vn/dam-nu-umi-phoi-luoi-theu-thoi-trang-p76475778.html?spid=76475780
Đầm kết nơ vai thời trang cực đẹp	Hương Nemo Style	175000	VONESA	0	0.0	0	https://tiki.vn/dam-ket-no-vai-thoi-trang-cuc-dep-p76150319.html?spid=76150321
Đầm voan trễ vai thời trang nữ tính	Xưởng Quần Áo Đẹp	187000	VONESA	0	0.0	3	https://tiki.vn/dam-voan-tre-vai-thoi-trang-nu-tinh-p74382722.html?spid=74382724
Đầm nữ voan lụa thời trang cao cấp	Hương Nemo Style	145000	VONESA	1	4.0	1	https://tiki.vn/dam-nu-voan-lua-thoi-trang-cao-cap-p76475830.html?spid=76475836
Đầm hoạ tiết phối tay voan thời trang	Hương Nemo Style	165000	VONESA	0	0.0	0	https://tiki.vn/dam-hoa-tiet-phoi-tay-voan-thoi-trang-p76545854.html?spid=76545855
Đầm cổ yếm phi ba tầng thời trang	Hương Nemo Style	145000	VONESA	0	0.0	0	https://tiki.vn/dam-co-yem-phi-ba-tang-thoi-trang-p78884124.html?spid=78884125
Đầm Umi phối lưới thời trang cực đẹp 	Hương Nemo Style	145000	VONESA	0	0.0	0	https://tiki.vn/dam-umi-phoi-luoi-thoi-trang-cuc-dep-p76150521.html?spid=76150522
Đầm xòe tơ lụa phối voan thời trang	Hương Nemo Style	215000	VONESA	0	0.0	1	https://tiki.vn/dam-xoe-to-lua-phoi-voan-thoi-trang-p78893239.html?spid=78893241
Đầm xòe tiểu thư thời trang siêu sang chảnh	Hương Nemo Style	135000	VONESA	0	0.0	0	https://tiki.vn/dam-xoe-tieu-thu-thoi-trang-sieu-sang-chanh-p89750671.html?spid=89750672
Đầm gấm hoa có mút thời trang cao cấp	Xưởng Quần Áo Đẹp	282000	VONESA	0	0.0	0	https://tiki.vn/dam-gam-hoa-co-mut-thoi-trang-cao-cap-p75986982.html?spid=75986983
Đầm bông tay phồng thời trang siêu nữ tính	Xưởng Quần Áo Đẹp	182000	VONESA	0	0.0	0	https://tiki.vn/dam-bong-tay-phong-thoi-trang-sieu-nu-tinh-p89750943.html?spid=89750945
Đầm xòe tiểu thư thời trang siêu sang chảnh	Xưởng Quần Áo Đẹp	169000	VONESA	0	0.0	1	https://tiki.vn/dam-xoe-tieu-thu-thoi-trang-sieu-sang-chanh-p89750622.html?spid=89750623
Đầm bông tay phồng thời trang siêu nữ tính	Hương Nemo Style	145000	VONESA	0	0.0	0	https://tiki.vn/dam-bong-tay-phong-thoi-trang-sieu-nu-tinh-p89750972.html?spid=89750974
ĐẦM XOÈ CÔNG SỞ DỰ TIỆC RÚT EO THỜI TRANG HÀN QUỐC DN20101101	DONA Thời Trang	194000	OEM	1	4.0	1	https://tiki.vn/dam-xoe-cong-so-du-tiec-rut-eo-thoi-trang-han-quoc-dn20101101-p70217648.html?spid=70217650
Đầm Hoa Mềm Mát Thời Trang Cho Mẹ VH81 - Hàng Quảng Châu Cao Cấp	Avashop Thời Trang	370000	OEM	0	0.0	0	https://tiki.vn/hang-san-dam-hoa-mem-mat-thoi-trang-cho-me-vh81-hang-quang-chau-cao-cap-p248980960.html?spid=248980968
Đầm nữ dáng xòe cổ chữ V thời trang	Hương Nemo Style	145000	VONESA	0	0.0	4	https://tiki.vn/dam-nu-dang-xoe-co-chu-v-thoi-trang-p76475556.html?spid=76475560
Đầm hai dây xếp ly mút ngực thời trang	Hương Nemo Style	165000	VONESA	0	0.0	0	https://tiki.vn/dam-hai-day-xep-ly-mut-nguc-thoi-trang-p78890422.html?spid=78890428
Đầm Ngắn Sơmi Nữ Thời Trang JUNO Thun Eo JNDLU014	JUNO	595000	Juno	1	5.0	3	https://tiki.vn/dam-ngan-juno-somi-thun-eo-jndlu014-p195561182.html?spid=195561205
Đầm Maxi Azalea DRE140 Thời trang thiết kế Hity - M	Hity – lifestyle your way	1900000	Hity	0	0.0	0	https://tiki.vn/dam-maxi-azalea-dre140-thoi-trang-thiet-ke-hity-p272278787.html?spid=272278791
Đầm tay lỡ rút dây phong cách thời trang	Xưởng Quần Áo Đẹp	207000	VONESA	0	0.0	0	https://tiki.vn/dam-tay-lo-rut-day-phong-cach-thoi-trang-p92546091.html?spid=92546092
Đầm nữ cổ tim nút bọc tay phồng thời trang	Hương Nemo Style	155000	VONESA	0	0.0	0	https://tiki.vn/dam-nu-co-tim-nut-boc-tay-phong-thoi-trang-p76475532.html?spid=76475536
Đầm Babydoll Sakura DRE159 Thời trang thiết kế Hity	Hity – lifestyle your way	1500000	Hity	0	0.0	1	https://tiki.vn/dam-babydoll-sakura-dre159-thoi-trang-thiet-ke-hity-p249269249.html?spid=249269253
Váy nữ cao cấp phong cách Hàn Quốc thời trang	Kính Xinh Shop	310000	OEM	0	0.0	0	https://tiki.vn/vay-nu-cao-cap-phong-cach-han-quoc-thoi-trang-p47404784.html?spid=47404785
Đầm xòe dễ thương họa tiết hoa lá thời trang	Hương Nemo Style	175000	VONESA	0	0.0	0	https://tiki.vn/dam-xoe-de-thuong-hoa-tiet-hoa-la-thoi-trang-p78892262.html?spid=78892268
Đầm phối lưới nẹp vai thời trang siêu nữ tính	Xưởng Quần Áo Đẹp	207000	VONESA	0	0.0	0	https://tiki.vn/dam-phoi-luoi-nep-vai-thoi-trang-sieu-nu-tinh-p88769377.html?spid=88769379
Đầm Maxi Condao DRE092 Thời trang thiết kế Hity	Hity – lifestyle your way	1600000	Hity	0	0.0	0	https://tiki.vn/dam-maxi-condao-dre092-thoi-trang-thiet-ke-hity-p218741970.html?spid=218741974
Đầm Maxi Jill DRE146 Thời trang thiết kế Hity	Hity – lifestyle your way	1700000	Hity	0	0.0	0	https://tiki.vn/dam-maxi-jill-dre146-thoi-trang-thiet-ke-hity-p249866843.html?spid=249866849
Đầm Blazer Thanh Lâm DRE153 thời trang thiết kế Hity	Hity – lifestyle your way	3296000	Hity	0	0.0	0	https://tiki.vn/dam-blazer-thanh-lam-dre153-thoi-trang-thiet-ke-hity-p274169055.html?spid=274169061
Đầm gấm hoa hai dây có mút thời trang cao cấp	Hương Nemo Style	225000	VONESA	0	0.0	0	https://tiki.vn/dam-gam-hoa-hai-day-co-mut-thoi-trang-cao-cap-p75986980.html?spid=75986981
De Leah - Đầm Xòe Xếp Li Ngực - Thời Trang Thiết Kế	De Leah	825000	De Leah	0	0.0	0	https://tiki.vn/de-leah-dam-xoe-xep-li-nguc-thoi-trang-thiet-ke-p273903663.html?spid=273903667
Váy đầm nữ thời trang phong cách Nhật Bản mã 6650	Yeda Official Store	426390	OEM	0	0.0	0	https://tiki.vn/vay-dam-nu-thoi-trang-phong-cach-nhat-ban-ma-6650-p208602208.html?spid=211949253
Đầm Maxi Linen Tuyền DRE173 thời trang thiết kế Hity	Hity – lifestyle your way	2296000	Hity	0	0.0	0	https://tiki.vn/dam-maxi-linen-tuyen-dre173-thoi-trang-thiet-ke-hity-p275830809.html?spid=275830839
De Leah - Đầm Xòe Xếp Li Ngực - Thời Trang Thiết Kế	De Leah	825000	De Leah	0	0.0	0	https://tiki.vn/de-leah-dam-xoe-xep-li-nguc-thoi-trang-thiet-ke-p273904435.html?spid=273904437
Đầm Maxi Hoa Violet DRE161 Thời trang thết kế Hity	Hity – lifestyle your way	1600000	Hity	0	0.0	0	https://tiki.vn/dam-maxi-hoa-violet-dre161-thoi-trang-thet-ke-hity-p249273455.html?spid=249273457
Thời trang trung niên quý bà đầm trung niên sang trọng	Như Tiên Shop	539000	OEM	0	0.0	0	https://tiki.vn/thoi-trang-trung-nien-quy-ba-dam-trung-nien-sang-trong-p247948044.html?spid=247948054
Đầm Dập Ly Amazon DRE177 Thời trang thiết kế Hity	Hity – lifestyle your way	1700000	Hity	0	0.0	0	https://tiki.vn/dam-dap-ly-amazon-dre177-thoi-trang-thiet-ke-hity-p272268691.html?spid=272268693
Đầm Midi Nữ Thời Trang JUNO Xoè 2 Dây JNDLU059	JUNO	699000	Juno	0	0.0	0	https://tiki.vn/dam-midi-nu-thoi-trang-juno-xoe-2-day-jndlu059-p263081225.html?spid=263081239
Đầm nhún bèo xẻ cổ họa tiết trái tim thời trang	Hương Nemo Style	155000	VONESA	0	0.0	0	https://tiki.vn/dam-nhun-beo-xe-co-hoa-tiet-trai-tim-thoi-trang-p78872287.html?spid=78872291
Đầm Dài Nữ Thời Trang JUNO Dây Bản To JNDLU024 - M	JUNO	595000	Juno	1	5.0	1	https://tiki.vn/dam-dai-nu-thoi-trang-juno-day-ban-to-jndlu024-p203434294.html?spid=203434299
Đầm Mini Nữ Thời Trang JUNO Tay Vai Lệch JNDLU021	JUNO	595000	Juno	1	5.0	1	https://tiki.vn/dam-mini-nu-thoi-trang-juno-tay-vai-lech-jndlu021-p212598698.html?spid=212598721
De Leah - Đầm Xòe Xếp Li Ngực - Thời Trang Thiết Kế	De Leah	825000	De Leah	0	0.0	0	https://tiki.vn/de-leah-dam-xoe-xep-li-nguc-thoi-trang-thiet-ke-p273904459.html?spid=273904469
Đầm Midi Hai Dây Mây DRE192 thời trang thiết kế Hity	Hity – lifestyle your way	1796000	Hity	0	0.0	0	https://tiki.vn/dam-midi-hai-day-may-dre192-thoi-trang-thiet-ke-hity-p275763595.html?spid=275763600
Đầm dáng xòe Emspo trễ vai kẻ sọc thời trang DM4034	EMSPO Official store	659000	Emspo	0	0.0	0	https://tiki.vn/dam-dang-xoe-emspo-tre-vai-ke-soc-thoi-trang-dm4034-p191687857.html?spid=191687915
Đầm Ngắn Nữ Thời Trang JUNO 2 Dây Cup Ngực JNDNG014	JUNO	559000	Juno	0	0.0	0	https://tiki.vn/dam-ngan-nu-thoi-trang-juno-2-day-cup-nguc-jndng014-p249891657.html?spid=249891663
Đầm Linen Xoè Dâm Bụt DRE200 Thời trang thiết kế Hity	Hity – lifestyle your way	1896000	Hity	0	0.0	0	https://tiki.vn/dam-linen-xoe-dam-but-dre200-thoi-trang-thiet-ke-hity-p275763039.html?spid=275763049
Đầm nữ thời trang phối màu đen trắng sang chảnh Da77	HaiBoutique	199000	Haint Boutique	0	0.0	0	https://tiki.vn/dam-xoe-du-tiec-dam-nu-thoi-trang-phoi-mau-den-trang-sang-chanh-da77-p175210035.html?spid=175210045
Đầm Mini Ombre Hoàng Hôn DRE164 thời trang thiết kế Hity	Hity – lifestyle your way	2296000	Hity	0	0.0	0	https://tiki.vn/dam-mini-ombre-hoang-hon-dre164-thoi-trang-thiet-ke-hity-p274208710.html?spid=274208718
Đầm váy trắng nhún bèo thời trang Hàn Quốc siêu tôn dáng	Kính Xinh Shop	258000	OEM	0	0.0	0	https://tiki.vn/dam-vay-trang-nhun-beo-thoi-trang-han-quoc-sieu-ton-dang-p135483863.html?spid=135483864
Đầm Ngắn Nữ Thời Trang JUNO Tay Dài Xếp Ly JNDLU038	JUNO	595000	Juno	0	0.0	0	https://tiki.vn/dam-ngan-nu-thoi-trang-juno-tay-dai-xep-ly-jndlu038-p208682354.html?spid=208682364
Đầm Tweed Cổ Vuông Lộc DRE190 thời trang thiết kế Hity	Hity – lifestyle your way	2296000	Hity	0	0.0	0	https://tiki.vn/dam-tweed-co-vuong-loc-dre190-thoi-trang-thiet-ke-hity-p274173597.html?spid=274173605
Đầm Lửng Thời Trang JUNO Tay Ngắn Cut Out Vai JNDLU029	JUNO	595000	Juno	0	0.0	2	https://tiki.vn/dam-lung-thoi-trang-juno-tay-ngan-cut-out-vai-jndlu029-p189700325.html?spid=189700342
Đầm Sơ Mi Linen Bohemian DRE228 thời trang thiết kế Hity	Hity – lifestyle your way	2796000	Hity	0	0.0	0	https://tiki.vn/dam-so-mi-linen-bohemian-dre228-thoi-trang-thiet-ke-hity-p275955946.html?spid=275955957
Đầm voan hoa ( chất liệu voan hoa ) thời trang nữ mẫu mới hót	New Sky Shop 18	170000	OEM	0	0.0	8	https://tiki.vn/dam-voan-hoa-chat-lieu-voan-hoa-thoi-trang-nu-mau-moi-hot-p153011021.html?spid=153011025
Đầm Nữ Cúp Ngực Trắng Tinh Khôi Thời Trang Chất Vải Mềm Mại	PONIVA	124000	OEM	0	0.0	0	https://tiki.vn/dam-nu-cup-nguc-trang-tinh-khoi-thoi-trang-chat-vai-mem-mai-p83157200.html?spid=83157216
Đầm Midi Nữ Thời Trang JUNO Kiểu Hai Dây Cut Out JNDLU043	JUNO	595000	Juno	1	5.0	1	https://tiki.vn/dam-midi-nu-thoi-trang-juno-kieu-hai-day-cut-out-jndlu043-p208307699.html?spid=208307705
Đầm Xoè Nữ Tim Trắng cổ Bèo Cột Nơ Xoè Nhẹ Đuôi Cá Thời Trang	Mây Đầm Thiết Kế	220000	OEM	7	4.7	24	https://tiki.vn/dam-xoe-nu-tim-trang-co-beo-cot-no-xoe-nhe-duoi-ca-thoi-trang-p98022393.html?spid=98022397
Đầm Dự Tiệc Thời Trang Haint Boutique Dáng Xòe Bẹt Vai D425	Haint Boutique Official	299000	Haint Boutique	0	0.0	0	https://tiki.vn/dam-du-tiec-thoi-trang-haint-boutique-dang-xoe-bet-vai-d425-p150761826.html?spid=150761830
Đầm voan hoa ( chất liệu voan hoa ) thời trang nữ mẫu mới hót	NS House 94	70000	OEM	0	0.0	7	https://tiki.vn/dam-voan-hoa-chat-lieu-voan-hoa-thoi-trang-nu-mau-moi-hot-p270259280.html?spid=270259282
Đầm Hạ Eo Nữ Thời Trang JUNO Kiểu Dáng Xếp Li JNDLU025	JUNO	655000	Juno	0	0.0	0	https://tiki.vn/dam-ha-eo-nu-thoi-trang-juno-kieu-dang-xep-li-jndlu025-p205059698.html?spid=205059723
Đầm Ngắn Nữ Thời Trang JUNO Kiểu 2 Dây Bảng Cài Khuy JNDLU050	JUNO	495000	Juno	0	0.0	0	https://tiki.vn/dam-ngan-nu-thoi-trang-juno-kieu-2-day-bang-cai-khuy-jndlu050-p270707842.html?spid=270707854
Đầm Lửng Nữ Thời Trang JUNO Midi Không Tay Xếp Ly Eo JNDLU007	JUNO	595000	Juno	0	0.0	0	https://tiki.vn/dam-lung-nu-thoi-trang-juno-midi-khong-tay-xep-ly-eo-jndlu007-p208307537.html?spid=208307541
Váy Lụa Coton Mềm Không Tay Màu Trơn Thời Trang Mùa Hè Cho Mẹ VH05 - Hàng Quảng Châu Cao Cấp	Avashop Thời Trang	99000	OEM	0	0.0	1	https://tiki.vn/hang-san-vay-lua-coton-mem-khong-tay-mau-tron-thoi-trang-mua-he-cho-me-vh05-hang-quang-chau-cao-cap-p267177521.html?spid=267177531
Đầm Xòe Hity DRE075 Fit & Flare (Trắng Kim Cương)	Hity – lifestyle your way	1400000	Hity	0	0.0	0	https://tiki.vn/dam-xoe-hity-dre075-fit-flare-trang-kim-cuong-p21327337.html?spid=21327375
Đầm Xoè DRE115 (Hồng Anh Đào)	Hity – lifestyle your way	1400000	Hity	0	0.0	0	https://tiki.vn/dam-xoe-dre115-hong-anh-dao-p68354505.html?spid=68354511
Đầm Ngắn Nữ Thời Trang JUNO Thun Mini Tay Lở Dáng Xoè JNDNG015	JUNO	599000	Juno	0	0.0	0	https://tiki.vn/dam-ngan-nu-thoi-trang-juno-thun-mini-tay-lo-dang-xoe-jndng015-p262387505.html?spid=262387513
Đầm Midi Đầm Dài Đầm Đắp Vạt DRE109 Thời trang thiết kế Hity	Hity – lifestyle your way	1896000	Hity	0	0.0	0	https://tiki.vn/dam-midi-hity-dre109-dap-vat-in-collage-p48715819.html?spid=48715821
