Tên sản phẩm	Tên cửa hàng	Giá	Thương hiệu	Lượt đánh giá	Điểm đánh giá trung bình	Số lượng đã bán	Link
Tag cài áo - Ghim cài áo vest áo váy X33B	Đai váy Thắt lưng HT	349000	OEM	0	0.0	0	https://tiki.vn/tag-cai-ao-ghim-cai-ao-vest-ao-vay-x33b-p202387922.html?spid=202387923
Ghim tag cài áo - Hoa cài váy L12V tròn trơn	Đai váy Thắt lưng HT	139000	OEM	0	0.0	0	https://tiki.vn/ghim-tag-cai-ao-hoa-cai-vay-l01-tron-tron-p199701545.html?spid=199701546
Váy 2 dây, váy mặc nhà hình thỏ kẻ sọc có 2 màu cho chị em lựa chọn HB18	Haint Boutique Official	178800	Haint Boutique	0	0.0	0	https://tiki.vn/vay-2-day-vay-mac-nha-hinh-tho-ke-soc-co-2-mau-cho-chi-em-lua-chon-hb18-p109347795.html?spid=109347839
VÁY THIẾT KẾ - Váy Bầu Công Sở Cổ Tim A17 Chất Liệu Lụa Tơ Tằm Cao Cấp Siêu Xinh	Azuno Official	545000	Azuno	0	0.0	0	https://tiki.vn/vay-thiet-ke-vay-bau-cong-so-co-tim-a17-chat-lieu-lua-to-tam-cao-cap-sieu-xinh-p272992176.html?spid=272992180
Chân váy len bầu tua rua chân váy xuông bầu dáng dài xinh xắn mùa đông hàng qc 0419-03	PregnantVN	384000	OEM	0	0.0	0	https://tiki.vn/chan-vay-len-bau-tua-rua-chan-vay-xuong-bau-dang-dai-xinh-xan-mua-dong-hang-qc-0419-03-p275156218.html?spid=275156220
Ghim tag cài áo - gài áo váy G15M đá màu	Đai váy Thắt lưng HT	149000	OEM	0	0.0	0	https://tiki.vn/ghim-tag-cai-ao-gai-ao-vay-g01-da-mau-p199691028.html?spid=199691029
Ghim tag cài áo - ghim cài váy X14B thời trang	Đai váy Thắt lưng HT	129000	OEM	0	0.0	0	https://tiki.vn/ghim-tag-cai-ao-ghim-cai-vay-x14b-thoi-trang-p199840846.html?spid=199840847
(big size) chân váy xếp ly loại dài trong có quần C042	Chân váy Big size	190000	OEM	0	0.0	1	https://tiki.vn/big-size-chan-vay-xep-ly-loai-dai-trong-co-quan-c042-p146769483.html?spid=146769492
(big size) Chân váy xếp ly cạp cao trong có quần C053	Chân váy Big size	180000	OEM	2	4.5	3	https://tiki.vn/big-size-chan-vay-xep-ly-cap-cao-trong-co-quan-c053-p146769866.html?spid=146769917
(BIG SIZE) Chân váy chữ A phối cúc trong có quần C055	Chân váy Big size	150000	OEM	3	5.0	11	https://tiki.vn/big-size-chan-vay-chu-a-phoi-cuc-trong-co-quan-c055-p146778099.html?spid=192031964
Váy nữ phong cách hàn quốc, chất linen bột mịn cao cấp, váy suông cổ tàu, có dây rút eo	Haint Boutique Official	290000	ARCTIC HUNTER	0	0.0	0	https://tiki.vn/vay-nu-phong-cach-han-quoc-chat-linen-bot-min-cao-cap-vay-suong-co-tau-co-day-rut-eo-p276077901.html?spid=276077931
Bộ sưu tập dây áo ngực bra cao cấp dùng cho váy quây, áo hở cổ, váy cô dây	Thuần Việt	95000	Song An Eco	0	0.0	4	https://tiki.vn/bo-suu-tap-day-ao-nguc-bra-cao-cap-dung-cho-vay-quay-ao-ho-co-vay-co-day-p138149176.html?spid=138149178
Váy Ngủ Lụa Tơ Tằm Hai Dây Dáng Ngắn Siêu Nhẹ & Thoáng Mát, Váy Ngủ Lụa Thời Trang Cao Cấp	Levubedding	1250000	OEM	3	4.7	8	https://tiki.vn/vay-ngu-lua-to-tam-hai-day-dang-ngan-sieu-nhe-thoang-mat-vay-ngu-lua-thoi-trang-cao-cap-p143838744.html?spid=143838746
Set váy choàng váy ngủ lụa trơn viền sang trọng xinh xắn tặng kèm chip ren	RoseSleepwear	730000	OEM	0	0.0	0	https://tiki.vn/set-vay-choang-vay-ngu-lua-tron-vien-sang-trong-xinh-xan-tang-kem-chip-ren-p127308719.html?spid=127308824
Váy sơ mi cộc tay dáng dài, Váy linen cao cấp che khuyết điểm tôn dáng Đũi Việt DVDA61	ĐŨI VIỆT Official	350000	ĐŨI VIỆT	0	0.0	2	https://tiki.vn/vay-so-mi-coc-tay-dang-dai-vay-linen-cao-cap-che-khuyet-diem-ton-dang-dui-viet-dvda61-p189642588.html?spid=189642590
Bộ áo váy ngắn bé gái họa tiết Hoa cúc Lobelia chân váy nâu cotton boi dệt - AICDBGCJWVJM - AIN Closet	AIN Closet Official	170000	AIN Closet	0	0.0	0	https://tiki.vn/bo-ao-vay-ngan-be-gai-hoa-tiet-hoa-cuc-lobelia-chan-vay-nau-cotton-boi-det-aicdbgcjwvjm-ain-closet-p160392348.html?spid=160392358
Đầm ngủ lụa hai dây kèm chip lọt khe sexy Q01 - Váy ngủ sexy - Váy ngủ - Đầm ngủ sexy	Đồ ngủ sexy quyến rũ	99000	OEM	2	3.0	11	https://tiki.vn/dam-ngu-lua-hai-day-kem-chip-lot-khe-sexy-q01-vay-ngu-sexy-vay-ngu-dam-ngu-sexy-p221413557.html?spid=221413588
Quần Mặc Trong Váy Ren Hàng Quảng Châu Cao Cấp Dành Cho Người 55-65kg|Quần Mặc Trong Váy	DONANI TỔNG KHO GEN BỤNG LATEX	87000	OEM	0	0.0	0	https://tiki.vn/quan-mac-trong-vay-ren-hang-quang-chau-cao-cap-danh-cho-nguoi-55-65kg-quan-mac-trong-vay-p81309304.html?spid=81309330
Váy sơ mi Hàn Quốc, Váy đũi dáng dài cộc tay Ulzzang phong cách trẻ trung Đũi Việt DV212	ĐŨI VIỆT Official	259000	ĐŨI VIỆT	0	0.0	0	https://tiki.vn/vay-so-mi-han-quoc-vay-dui-dang-dai-coc-tay-ulzzang-phong-cach-tre-trung-dui-viet-p270922839.html?spid=270922861
Set áo váy cam NGADO , set đồ nữ , Set váy bút chì kèm áo , Đồ công sở , Set thiết kế	NGADO	1300000	NGADO	0	0.0	0	https://tiki.vn/set-ao-vay-cam-ngado-set-do-nu-set-va-y-bu-t-chi-ke-m-a-o-do-cong-so-set-thie-t-ke-p275996321.html?spid=275996323
Váy dạ hội cho bé ️FREESHIP️ Váy dạ hội thiết kế cho bé thôi nôi dự tiệc 4-32kg	Đầm bé gái	150000	OEM	0	0.0	0	https://tiki.vn/vay-da-hoi-cho-be-freeship-vay-da-hoi-thiet-ke-cho-be-thoi-noi-du-tiec-4-32kg-p88034088.html?spid=88034158
[Có sẵn] Váy đầm bé gái dễ thương, váy dự tiệc cho bé từ 6-12 tuổi màu xanh lục	EASYKD	369000	OEM	0	0.0	1	https://tiki.vn/co-sa-n-va-y-da-m-be-ga-i-de-thuong-va-y-du-tie-c-cho-be-tu-6-12-tuo-i-ma-u-xanh-lu-c-p190318891.html?spid=190318895
Váy/ đầm dạ thời trang nữ thu đông	So Peachy House	379000	AAA	0	0.0	0	https://tiki.vn/vay-dam-da-thoi-trang-nu-thu-dong-p128321818.html?spid=128321822
Váy ngủ lụa hai dây xuyên thấu ren ngực sexy Q62 - Đầm ngủ hai dây sexy - Váy ngủ nữ	Đồ ngủ sexy quyến rũ	149000	OEM	0	0.0	7	https://tiki.vn/vay-ngu-lua-hai-day-xuyen-thau-ren-nguc-sexy-q62-dam-ngu-hai-day-sexy-vay-ngu-nu-p207764237.html?spid=207764239
Váy ngủ, váy mặc nhà cộc tay dáng suông chất thun sữa mềm mát họa tiết gấu xinh- V287	xuongbaubidep	103320	OEM	0	0.0	0	https://tiki.vn/vay-ngu-vay-mac-nha-coc-tay-dang-suong-chat-thun-sua-mem-mat-hoa-tiet-gau-xinh-v287-p146573393.html?spid=146573486
Váy cánh tiên ️FREESHIP️ Váy cánh tiên hồng cam đính hoa tú cầu cho bé gái 0 đến 10 tuổi	Đầm bé gái	150000	OEM	0	0.0	0	https://tiki.vn/vay-canh-tien-freeship-vay-canh-tien-hong-cam-dinh-hoa-tu-cau-cho-be-gai-0-den-6-tuoi-p88031307.html?spid=88031442
Váy maxi 2 dây dáng dài cúp ngực hở eo, đầm tay bèo dúm váy đuôi cá dây buộc lưng	Vanvan	108000	OEM	0	0.0	0	https://tiki.vn/vay-maxi-2-day-dang-dai-cup-nguc-ho-eo-dam-tay-beo-dum-vay-duoi-ca-day-buoc-lung-p230232076.html?spid=230232078
Dây áo ngực bra cao cấp cho Vaý dạ hội - Áo hở cổ - Váy cưới - Váy quây DA06	Thuần Việt	95000	OEM	0	0.0	7	https://tiki.vn/day-ao-nguc-bra-cao-cap-cho-vay-da-hoi-ao-ho-co-vay-cuoi-vay-quay-da06-p26432263.html?spid=26445470
Chân váy xếp ly nữ eo cao hè 2021 -Chân váy ngắn dáng A phong cách thể thao năng động	Yume86 Shop	129000	OEM	1	5.0	4	https://tiki.vn/chan-vay-xep-ly-nu-eo-cao-he-2021-chan-vay-ngan-dang-a-phong-cach-the-thao-nang-dong-p124239017.html?spid=124239029
Váy Ngủ Lụa Tơ Tằm Hai Dây Dáng Dài Siêu Nhẹ & Thoáng Mát, Váy Ngủ Lụa Thời Trang Cao Cấp	Levubedding	1600000	OEM	0	0.0	1	https://tiki.vn/vay-ngu-lua-to-tam-hai-day-dang-dai-sieu-nhe-thoang-mat-vay-ngu-lua-thoi-trang-cao-cap-p143919054.html?spid=143919116
váy công chúa bé gái trắng hoa bướm , váy công chúa cho bé lụa từ 8-40kg ( mã 041 )	Rubi kids	285000	OEM	3	4.7	19	https://tiki.vn/dam-cong-chua-be-gai-trang-hoa-buom-vay-cong-chua-lua-tu-8-40kg-ma-041-p191928645.html?spid=191928655
Đầm váy nữ tăm lỳ thiết kế dáng xẻ trước chun sau thời trang Banamo Fashion Váy tăm lỳ 552	Thời trang Banamo	199000	OEM	0	0.0	0	https://tiki.vn/dam-vay-nu-tam-ly-thiet-ke-dang-xe-truoc-chun-sau-thoi-trang-banamo-fashion-vay-tam-ly-552-p198199699.html?spid=198199743
Váy bé gái váy thun cho bé thun cotton xuất mềm mịn siêu thoáng mát cho bé 20-40kg	Dobikids	75000	OEM	0	0.0	0	https://tiki.vn/vay-be-gai-vay-thun-cho-be-thun-cotton-xuat-mem-min-sieu-thoang-mat-cho-be-20-40kg-p203456810.html?spid=203456841
Váy công chúa ️FREESHIP️ Váy công chúa hồng 10h hoa xù ren cho bé yêu - thôi nôi- sinh nhật	Đầm bé gái	150000	OEM	0	0.0	0	https://tiki.vn/vay-cong-chua-freeship-vay-cong-chua-hong-10h-hoa-xu-ren-cho-be-yeu-thoi-noi-sinh-nhat-p88031700.html?spid=88031768
( BIG SIZE) Chân váy chữ A công sở đắp tà có quần trong	Chân váy Big size	180000	OEM	0	0.0	4	https://tiki.vn/big-size-chan-vay-chu-a-cong-so-dap-ta-co-quan-trong-p146774157.html?spid=146774188
Váy Tắm Nữ Liền Size 45-70Kg	SEAGYMSHOP43	197000	OEM	0	0.0	0	https://tiki.vn/vay-tam-nu-lien-size-45-70kg-p274447367.html?spid=274447371
Váy ngủ lụa thái ren ngực - Màu trắng	Kun93	65000	OEM	2	1.0	12	https://tiki.vn/vay-ngu-lua-thai-ren-nguc-mau-trang-p52197853.html?spid=52241383
Váy bơi liền quần phối lưới cực xinh	tiny garden	380000	OEM	2	4.5	5	https://tiki.vn/vay-boi-lien-quan-phoi-luoi-cuc-xinh-p19767789.html?spid=19767793
Váy khoác ngủ SX383 sexy lụa satin	PeppyPizza shop	119000	OEM	0	0.0	1	https://tiki.vn/vay-khoac-ngu-sx383-sexy-lua-satin-p67255056.html?spid=67255062
Váy Ngủ Hoạt Hình Cute ( Hàng QUẢNG Châu )	LolemBoutique	154000	OEM	0	0.0	0	https://tiki.vn/vay-ngu-hoat-hinh-cute-hang-quang-chau-p135155264.html?spid=135155281
váy bầu dáng suông cổ đức v204	xuongbaubidep	137340	OEM	0	0.0	0	https://tiki.vn/vay-bau-dang-suong-co-duc-v204-p146574332.html?spid=146574352
Váy Bơi Nữ Liền Thân Có Quần Trong	SEAGYMSHOP43	379100	OEM	0	0.0	0	https://tiki.vn/vay-boi-nu-lien-than-co-quan-trong-p275830848.html?spid=275830850
Set Váy Bơi Đi Biển Nữ Dài Tay	SEAGYMSHOP43	181000	OEM	1	5.0	4	https://tiki.vn/set-vay-boi-di-bien-nu-dai-tay-p183078310.html?spid=183078312
CHÂN VÁY CHỮ A NẮP TÚI CÔNG SỞ 	THỜI TRANG BOBOSHOP	130000	OEM	0	0.0	0	https://tiki.vn/chan-vay-chu-a-nap-tui-cong-so-p199999512.html?spid=199999513
Quần lót mặc trong váy cotton trơn lindx	Shop Helen	89000	OEM	2	4.0	17	https://tiki.vn/quan-lot-mac-trong-vay-cotton-tron-lindx-p44205763.html?spid=67509143
Quần sooc giả váy ren ulzzang sang chảnh	Kính Xinh Shop	174000	OEM	0	0.0	0	https://tiki.vn/quan-sooc-gia-vay-ren-ulzzang-sang-chanh-p73488085.html?spid=73488086
Chân váy Jeans phong cách retro cho Nữ	Kính Xinh Shop	203000	OEM	0	0.0	0	https://tiki.vn/chan-vay-jeans-phong-cach-retro-cho-nu-p74917551.html?spid=74917552
Combo 2 quần Váy cao cấp ren 224	mybao040508	147000	OEM	1	5.0	1	https://tiki.vn/combo-2-quan-vay-cao-cap-ren-224-p101170362.html?spid=101170369
(Giá huỷ diệt) Quần mặc trong váy bầu	Shop đồ chơi Happy Toy 888	47000	OEM	0	0.0	0	https://tiki.vn/gia-huy-diet-quan-mac-trong-vay-bau-p92318957.html?spid=102387578
Set áo cổ bèo kèm quần giả váy	Xưởng Quần Áo Đẹp	182000	VONESA	0	0.0	0	https://tiki.vn/set-ao-co-beo-kem-quan-gia-vay-p73833917.html?spid=73833919
Váy bé gái hai dây cánh tiên Haki	Haki Fashion.	189000	HAKI	0	0.0	6	https://tiki.vn/vay-be-gai-hai-day-canh-tien-haki-p68264679.html?spid=68265143
Váy ngựa pony kèm phụ kiện DA138	Thế Giới Thời Trang Baby	248000	OEM	0	0.0	0	https://tiki.vn/vay-ngua-pony-kem-phu-kien-da138-p73408498.html?spid=73408500
Váy đầm bé gái - Trắng hồng MS202272	Shop Bé Dễ Thương	279000	OEM	0	0.0	0	https://tiki.vn/vay-dam-be-gai-trang-hong-ms202272-p274820108.html?spid=274820110
Váy thô cào bông bèo  lệch hai tầng	Haki Fashion.	199000	HAKI	0	0.0	1	https://tiki.vn/vay-tho-cao-bong-beo-lech-hai-tang-p37125195.html?spid=37125197
Váy bò cho bé gái - Denim 2 cúc	Haki Fashion.	129000	HAKI	2	5.0	2	https://tiki.vn/vay-bo-cho-be-gai-denim-2-cuc-p68490345.html?spid=68490373
VÁY THỂ THAO GOLF NỮ - PGM -QZ041	Golfmax	1450000	PGM	0	0.0	0	https://tiki.vn/vay-the-thao-golf-nu-pgm-qz041-p150185856.html?spid=150185876
Váy thể thao golf nữ PGM - QZ054	Golfmax	1450000	PGM	0	0.0	0	https://tiki.vn/vay-the-thao-golf-nu-pgm-qz054-p206837828.html?spid=206837836
Đầm bầu váy bầu hoa hồng dn19082205	DONA Thời Trang	174000	OEM	1	1.0	11	https://tiki.vn/dam-bau-vay-bau-hoa-hong-dn19082205-p28315460.html?spid=28315461
Tùng mặc trong váy cô dâu đuôi dài	Phụ kiện cưới Giang	160000	OEM	0	0.0	0	https://tiki.vn/tung-mac-trong-vay-co-dau-duoi-dai-p191643027.html?spid=191643028
Thắt lưng - Đai váy bản to TTL35	Thuần Việt	69500	Song An Eco	0	0.0	1	https://tiki.vn/that-lung-dai-vay-ban-to-ttl35-p225953023.html?spid=225953041
chân váy đan dây xếp ly BIG SIZE có quần trong C020	Chân váy Big size	180000	OEM	0	0.0	2	https://tiki.vn/chan-vay-dan-day-xep-ly-big-size-co-quan-trong-c020-p146780250.html?spid=146780258
(Big size) chân váy A xếp ly lệch có quần trong C028	Chân váy Big size	160000	OEM	1	5.0	4	https://tiki.vn/big-size-chan-vay-a-xep-ly-lech-co-quan-trong-c028-p146778849.html?spid=146778865
Váy ngủ ren sexy trong suốt kèm chip	Kun93	35000	Kun93	6	3.8	20	https://tiki.vn/vay-ngu-ren-sexy-trong-suot-kem-chip-p73421146.html?spid=73421152
VÁY LỤA TRẮNG CAO CẤP 2 LỚP PARTY 	Thời trang công sở Helen Kieu	1580000	HELEN KIỀU LUXURY	0	0.0	0	https://tiki.vn/vay-lua-trang-cao-cap-2-lop-party-p89689395.html?spid=89689396
(BIG SIZE) Chân váy xếp ly cạp cao có quần trong C040	Chân váy Big size	180000	OEM	4	5.0	13	https://tiki.vn/big-size-chan-vay-xep-ly-cap-cao-co-quan-trong-c040-p146774281.html?spid=146774323
(Big size) chân váy kẻ caro chữ A trong có quần C049	Chân váy Big size	129270	OEM	3	5.0	7	https://tiki.vn/big-size-chan-vay-ke-caro-chu-a-trong-co-quan-c049-p146769832.html?spid=146769859
váy ngủ 2 dây xuyên thấu - Màu xanh	Kun93	35000	Mirato	0	0.0	4	https://tiki.vn/vay-ngu-2-day-xuyen-thau-mau-xanh-p42436406.html?spid=42436415
Váy ngủ lụa cao cấp ren nơ sexy	Kun93	129000	Kun93	0	0.0	1	https://tiki.vn/vay-ngu-lua-cao-cap-ren-no-sexy-p59180700.html?spid=59180701
(BIG SIZE) Chân váy xếp ly cách điệu có quần trong C046	Chân váy Big size	162000	OEM	1	4.0	4	https://tiki.vn/big-size-chan-vay-xep-ly-cach-dieu-co-quan-trong-c046-p146785992.html?spid=146786000
(BIG SIZE) Chân váy chữ A màu trắng có quần trong có túi	Chân váy Big size	120000	OEM	0	0.0	1	https://tiki.vn/big-size-chan-vay-chu-a-mau-trang-co-quan-trong-co-tui-p146783352.html?spid=146783383
Đồ bơi dáng váy liền thân duyên dáng	NKshop02	400000	"	OEM"	0	0.0	3	https://tiki.vn/do-boi-dang-vay-lien-than-duyen-dang-p166009354.html?spid=166009362
Quần váy A ngắn ODS xẻ lai trước	OVERSIZED	260000	OVERSIZED	0	0.0	0	https://tiki.vn/quan-vay-a-ngan-ods-xe-lai-truoc-p196923272.html?spid=196923280
(big size) chân váy xếp ly loại dài trong có quần C042	Chân váy Big size	190000	OEM	0	0.0	1	https://tiki.vn/big-size-chan-vay-xep-ly-loai-dai-trong-co-quan-c042-p146769483.html?spid=146769492
Váy ôm sát cơ thể khoe đường cong	Haphuongshop	65000	OEM	0	0.0	1	https://tiki.vn/vay-cho-nu-kieu-dang-bo-goi-cam-p113673045.html?spid=113673047
Đầm bé gái Cinderella hoa xanh	Haki Fashion.	245000	HAKI	0	0.0	0	https://tiki.vn/dam-be-gai-cinderella-hoa-xanh-haki-p52869676.html?spid=52869678
Belt váy thắt lưng xích sang trọng	MUANHANH	289000	ROSAVAN	0	0.0	1	https://tiki.vn/belt-vay-that-lung-xich-sang-trong-p182994678.html?spid=182994679
Quần Mặc Váy Cho Bạn Gái 2 Lớp	New Sky Shop 18	64000	OEM	4	4.5	51	https://tiki.vn/quan-mac-vay-cho-ban-gai-2-lop-p194448419.html?spid=194448423
Váy Bơi Dài Tay Họa Tiết Trẻ Trung	SEAGYMSHOP43	225000	OEM	0	0.0	0	https://tiki.vn/vay-boi-dai-tay-hoa-tiet-tre-trung-p178831212.html?spid=178831220
Quần lót mặc váy ren nơ cao cấp	Yên Phúc	32000	OEM	3	5.0	15	https://tiki.vn/quan-lot-mac-vay-ren-no-cao-cap-p20677767.html?spid=275349134
Váy Demin Bé Gái Cực Sang DA174	Thế Giới Thời Trang Baby	286000	OEM	0	0.0	0	https://tiki.vn/vay-demin-be-gai-cuc-sang-da174-p58330458.html?spid=58330466
Đầm Bi Phối Lưới Váy Voan LS982	THỜI TRANG TINA	199000	OEM	0	0.0	1	https://tiki.vn/dam-bi-phoi-luoi-vay-voan-ls982-p29555436.html?spid=58053870
QUẦN SÓC/VÁY NGẮN BÀ BẦU QBN1061	PregnantVN	284000	OEM	3	5.0	8	https://tiki.vn/quan-soc-vay-ngan-ba-bau-qbn1061-p21144270.html?spid=21144275
Set 4 món váy hoá trang ELsa halloween	MPPshop	108000	OEM	0	0.0	0	https://tiki.vn/set-4-mon-vay-hoa-trang-elsa-halloween-p70002690.html?spid=70002691
Váy quần Jean Trơn Chống nắng Cao cấp	haopo	145000	OEM	0	0.0	2	https://tiki.vn/vay-quan-jean-tron-chong-nang-cao-cap-p48429886.html?spid=176652506
QUẦN ĐÙI BẦU MĂC TRONG VÁY CAO CẤP	ĐẦM BẦU LAZA	94000	OEM	0	0.0	0	https://tiki.vn/quan-dui-bau-mac-trong-vay-cao-cap-p163581366.html?spid=163581376
Váy đầm bơi thiên nga (8-15kg)	PeppyPizza shop	105000	OEM	0	0.0	0	https://tiki.vn/vay-dam-boi-thien-nga-8-15kg-p67255028.html?spid=67255043
ĐẦM BẦU VÁY BẦU CÔNG SỞ CỔ QUẠT	ĐẦM BẦU LAZA	299000	OEM	0	0.0	0	https://tiki.vn/dam-bau-vay-bau-cong-so-co-quat-p150787149.html?spid=150787166
Váy ôm body xẻ sau hàng xuất dư	THỜI TRANG TINA	89000	OEM	0	0.0	0	https://tiki.vn/vay-om-body-xe-sau-hang-xuat-du-p94199713.html?spid=94199735
Váy ngủ lụa hai dây chéo ngực sexy	RoseSleepwear	298000	OEM	0	0.0	1	https://tiki.vn/vay-ngu-lua-hai-day-cheo-nguc-sexy-p127309427.html?spid=127309513
Váy đắp tà kèm belt, Peace House Clothing	Peace House Clothing	480000	PEACE HOUSE BY LE THAI BINH	0	0.0	0	https://tiki.vn/vay-dap-ta-kem-belt-peace-house-clothing-p94634989.html?spid=94635058
Váy khoác ngủ SX383 sexy lụa satin	PeppyPizza shop	132000	OEM	1	4.0	3	https://tiki.vn/vay-khoac-ngu-sx383-sexy-lua-satin-p69455503.html?spid=69455509
Cosplay váy ngủ cổ trang trên thiên đình	Beauty and Fashion	132300	Young Love	0	0.0	0	https://tiki.vn/cosplay-vay-ngu-co-trang-tren-thien-dinh-p272278486.html?spid=272278487
Váy ngủ phối cánh thiên thần Angel Wings	Kun93	85000	OEM	0	0.0	0	https://tiki.vn/vay-ngu-phoi-canh-thien-than-angel-wings-p52414244.html?spid=52414245
Váy bầu đuôi cá phối ren w127	xuongbaubidep	254520	OEM	0	0.0	0	https://tiki.vn/vay-bau-duoi-ca-phoi-ren-w127-p146572882.html?spid=146572907
"DOTTIE -	Chân váy ngắn vải taffta S0147"	Dottie	439000	Dottie	0	0.0	0	https://tiki.vn/dottie-chan-vay-ngan-vai-taffta-s0147-p229703801.html?spid=229703803
Quần Váy Xòe Cotton Cao Cấp Luna Llena	El amor	999000	Luna Llena	0	0.0	0	https://tiki.vn/quan-vay-xoe-cotton-cao-cap-luna-llena-p274525354.html?spid=274526464
Chân váy xếp ly sành điệu 0415-011	PregnantVN	344000	OEM	0	0.0	0	https://tiki.vn/chan-vay-xep-ly-sanh-dieu-0415-011-p275148083.html?spid=275148089
Chân Váy Thêu Cotton Cao Cấp Luna Llena	El amor	999000	Luna Llena	0	0.0	0	https://tiki.vn/chan-vay-theu-cotton-cao-cap-luna-llena-p275797196.html?spid=275797206
YU CHERRY | Váy Gingham A Skirt YV035	Yucherrystore	385000	Yu Cherry	0	0.0	0	https://tiki.vn/yu-cherry-vay-gingham-a-skirt-yv035-p192832910.html?spid=192832912
Combo 2 quần Váy cao cấp ren 01	mybao040508	117600	OEM	0	0.0	0	https://tiki.vn/combo-2-quan-vay-cao-cap-ren-01-p162562817.html?spid=162562827
Combo 3 Chiếc Quần Đùi Mặc Trong Váy	MISA Shop	117000	OEM	0	0.0	5	https://tiki.vn/combo-3-chiec-quan-dui-mac-trong-vay-p4363415.html?spid=13558364
2NDDATE Váy Cami Cổ Đổ DR056	2NDDATE	699500	2NDDATE	0	0.0	0	https://tiki.vn/2nddate-vay-cami-co-do-dr056-p187826601.html?spid=187826612
Váy hoa phối tay trắng -hoa hồng trắng- Haki	Haki Fashion.	195000	HAKI	0	0.0	0	https://tiki.vn/vay-hoa-phoi-tay-trang-hoa-hong-trang-p35791983.html?spid=35792010
Váy bầu nâu đất cổ tầu cộc tay	THỜI TRANG TINA	195000	OEM	0	0.0	1	https://tiki.vn/vay-bau-nau-dat-co-tau-coc-tay-p19591208.html?spid=59314423
SÉT ÁO VÁY CHO BÉ AV02 GINGERWORLD	Thời trang trẻ em GINGER WORLD	390000	gingerworld	0	0.0	0	https://tiki.vn/set-ao-vay-cho-be-av02-gingerworld-p271192086.html?spid=271192102
Túi treo và bảo vệ váy cưới lớn	Phụ kiện cưới Giang	75000	OEM	0	0.0	0	https://tiki.vn/tui-treo-va-bao-ve-vay-cuoi-lon-p191647567.html?spid=191647569
Váy ngủ lụa xẻ người dây buộc hông	Luckky Shop	128000	OEM	19	4.6	55	https://tiki.vn/vay-ngu-lua-xe-nguoi-day-buoc-hong-p72606150.html?spid=102142030
Váy ngủ dài nữ trong suốt hở lưng	Kun93	85000	Kun93	0	0.0	0	https://tiki.vn/vay-ngu-dai-nu-trong-suot-ho-lung-p87715090.html?spid=87715092
Váy ngủ sexy lụa 2 dây quyến rũ	Kun93	65000	OEM	1	1.0	6	https://tiki.vn/vay-ngu-sexy-lua-2-day-quyen-ru-p52164007.html?spid=52197793
Váy Bầu chấm bi cổ bèo V51	xuongbaubidep	132300	OEM	0	0.0	0	https://tiki.vn/vay-bau-cham-bi-co-beo-v51-p146573542.html?spid=146573594
Set áo kèm quần giả váy thời trang	Xưởng Quần Áo Đẹp	172000	VONESA	0	0.0	0	https://tiki.vn/set-ao-kem-quan-gia-vay-thoi-trang-p74383212.html?spid=74383218
YU CHERRY | Váy Pleated Mini Skirt YV037	Yucherrystore	363000	Yu Cherry	0	0.0	0	https://tiki.vn/yu-cherry-vay-pleated-mini-skirt-yv037-p192814387.html?spid=192814395
Váy phù thủy kèm mũ hoá trang halloween	MPPshop	109000	OEM	0	0.0	0	https://tiki.vn/vay-phu-thuy-kem-mu-hoa-trang-halloween-p37118486.html?spid=37118490
Váy Bơi Đồ Bơi Đồ Tắm Biển Nữ	SEAGYMSHOP43	186500	OEM	0	0.0	2	https://tiki.vn/vay-boi-do-boi-do-tam-bien-nu-p178476422.html?spid=178476433
Set váy áo công sở cao cấp Myqlothing	Myqlothing	2990000	Myqlothing	0	0.0	0	https://tiki.vn/set-vay-ao-cong-so-cao-cap-myqlothing-p252106147.html?spid=252106148
Set nữ áo nhún bèo và chân váy	Hương Nemo Style	145000	VONESA	1	5.0	2	https://tiki.vn/set-nu-ao-nhun-beo-va-chan-vay-p76201272.html?spid=76201273
Chân Váy Bút Chì Công Sở Thời Trang	Hai Fashion	128000	OEM	0	0.0	0	https://tiki.vn/chan-vay-but-chi-cong-so-thoi-trang-p7885300.html?spid=59176250
Bikini Tắm Biển Nữ Kèm Váy Dây Rút	SEAGYMSHOP43	173000	OEM	0	0.0	0	https://tiki.vn/bikini-tam-bien-nu-kem-vay-day-rut-p270966467.html?spid=270966469
Váy dài tay  cổ sen xếp li- hoa	Haki Fashion.	260000	HAKI	0	0.0	2	https://tiki.vn/vay-dai-tay-co-sen-xep-li-hoa-p35792363.html?spid=35792374
Đồ Bơi Tay Dài + Chân Váy Xòe 0507	Dứa Bikini	290000	Dứa Bikini & Sportwear	0	0.0	0	https://tiki.vn/do-boi-tay-dai-chan-vay-xoe-0507-p276457879.html?spid=276457895
Đồ bơi 2 mảnh quần váy chấm bi	NKshop02	160000	OEM	0	0.0	0	https://tiki.vn/do-boi-2-manh-quan-vay-cham-bi-p199637277.html?spid=199637279
XẢ LỖ VÁY BẦU, ĐẦM BẦU THIẾT KẾ	xuongbaubidep	74340	OEM	0	0.0	2	https://tiki.vn/xa-lo-vay-bau-dam-bau-thiet-ke-p146573195.html?spid=146573247
OLV - Set áo và chân váy Fimisa Set	OLV Boutique	690000	OLV 	0	0.0	0	https://tiki.vn/olv-set-ao-va-chan-vay-fimisa-set-p274359755.html?spid=274359759
